class last.change n5.d3 n5.d4 n10.d3 n10.d4 dist.d3 last.d3 last.d4 dist.d4  r3.sdl r3.sap r4.sdl r4.sap
 2 0 0 7 0 69 -1 -1 3.606 0 0 0 8 11
 2 0 0 1 2 50 8.062 0 4.472 0 0 0 23 12
 2 23 0 10 3 35 9.487 0 2.236 0 0 0 0 0
 3 0 46 30 89 103 0 0 1 0 22 23 21 20
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 23 0 24 19 106 7.81 0 2.236 0 11 8 0 0
 2 23 0 13 0 41 -1 -1 2 0 0 0 0 0
 3 0 81 0 274 3 0 0 9.055 0 25 21 0 0
 3 0 80 1 246 5 0 0 5 0 20 28 5 2
 2 0 0 0 1 0 10 0 -1 -1 0 0 0 0
 2 0 0 0 1 8 9.487 0 6.083 0 0 0 5 0
 2 23 0 0 2 18 9.487 0 8.485 0 0 0 0 0
 2 23 0 30 9 91 7.28 0 2 0 0 0 0 0
 4 0 0 81 0 260 -1 -1 0 0 0 0 26 27
 1 0 16 3 125 4 2.828 0 3 0 21 14 0 0
 3 0 40 29 90 58 0 0 1.414 0 22 21 19 19
 2 0 0 0 1 38 10 0 6.403 0 0 0 5 9
 2 0 2 0 49 25 4.472 0 5.099 0 15 6 0 0
 2 25 12 12 78 54 3 0 2 0 20 19 0 0
 4 0 1 41 6 117 5 0 0 0 0 0 23 21
 4 0 17 38 73 109 3 0 0 0 6 10 26 25
 2 23 0 0 46 4 6.708 0 9.055 0 24 13 0 0
 2 0 0 0 6 8 5.385 0 8.062 0 0 0 0 0
 3 0 12 0 22 15 0 0 5.831 0 16 18 6 6
 2 23 0 11 2 62 8.062 0 3.162 0 0 0 0 0
 2 0 0 4 5 4 7.616 0 3.162 0 0 0 5 0
 2 0 0 0 2 11 5.099 0 6.403 0 0 0 0 0
 1 0 14 0 128 0 3 0 -1 -1 12 19 0 0
 1 0 42 0 131 0 1 0 -1 -1 23 20 0 0
 3 0 60 8 136 96 0 0 4 0 24 24 21 12
 3 0 81 0 288 12 0 0 7.28 0 26 24 0 0
 4 0 2 31 27 91 5 0 0 0 0 0 20 21
 2 0 12 0 46 1 2 0 10 0 1 0 0 0
 2 23 0 15 3 103 9.22 0 3.606 0 5 6 0 0
 2 0 0 1 43 12 5.099 0 5 0 19 10 5 4
 2 0 8 20 128 74 4 0 3 0 30 17 20 6
 3 0 61 12 128 76 0 0 2.828 0 27 24 21 10
 2 0 0 0 6 0 6 0 -1 -1 0 0 0 0
 2 0 0 27 7 179 8.246 0 2.236 0 13 7 23 20
 2 0 5 0 28 0 3.606 0 -1 -1 15 5 0 0
 1 0 3 0 96 3 5 0 6 0 11 9 0 0
 3 0 81 0 239 4 0 0 8.246 0 28 25 0 0
 3 0 31 17 89 106 0 0 2.236 0 21 23 25 15
 3 0 56 0 129 23 0 0 6.708 0 21 21 5 3
 2 0 0 4 0 4 -1 -1 2.236 0 0 0 0 0
 2 0 0 0 8 7 8.602 0 8 0 0 0 0 0
 2 0 25 4 80 66 1.414 0 4 0 16 22 14 10
 4 0 0 48 10 105 8.246 0 0 0 0 0 23 24
 2 23 1 0 23 2 5 0 9.899 0 11 8 0 0
 2 23 7 0 54 3 3.162 0 9.055 0 2 0 0 0
 2 0 0 8 32 42 6 0 3 0 0 0 15 12
 2 0 0 4 14 31 8.544 0 4.243 0 0 0 0 0
 2 15 0 0 27 1 7.81 0 9.22 0 0 0 0 0
 2 23 0 31 26 92 6.325 0 2 0 0 0 22 2
 3 0 71 0 212 0 0 0 -1 -1 28 23 0 0
 4 0 2 11 3 40 2 0 0 0 12 6 11 13
 2 0 1 7 58 59 5 0 4.243 0 19 4 19 12
 4 0 0 57 0 130 -1 -1 0 0 0 0 23 23
 2 0 0 2 2 19 6.403 0 4 0 0 0 5 4
 2 22 17 0 57 48 2 0 6.708 0 20 13 0 0
 2 0 12 9 78 31 2 0 3.162 0 9 17 13 8
 1 0 37 15 188 52 1.414 0 1 0 28 24 0 0
 1 0 0 1 22 2 5.385 0 5 0 11 7 0 0
 2 0 9 0 26 0 3.606 0 -1 -1 0 0 0 0
 2 23 0 0 41 20 6.403 0 6 0 5 5 0 0
 4 0 21 22 86 82 1.414 0 0 0 19 19 12 16
 4 0 8 30 21 39 1.414 0 0 0 20 12 18 19
 3 0 81 0 268 0 0 0 -1 -1 22 25 0 0
 2 0 1 4 5 68 4.472 0 3 0 0 0 11 14
 2 0 7 0 11 5 1.414 0 8 0 7 6 0 0
 4 0 0 81 28 288 6.083 0 0 0 5 6 32 25
 2 0 18 3 81 9 1.414 0 4.472 0 19 21 0 0
 3 0 37 14 67 91 0 0 3 0 20 18 21 14
 4 0 0 25 0 64 -1 -1 0 0 0 0 26 19
 2 15 0 0 39 18 6.325 0 5.099 0 5 6 0 0
 4 0 2 32 47 86 4.472 0 0 0 13 7 21 19
 3 0 22 14 32 20 0 0 2.828 0 16 17 5 6
 2 0 0 3 1 10 9.22 0 4.123 0 0 0 14 1
 4 0 0 16 1 43 9.487 0 0 0 17 4 20 22
 4 0 0 26 0 79 -1 -1 0 0 0 0 17 22
 4 0 13 68 101 211 2.236 0 0 0 9 11 30 24
 4 0 8 52 12 126 2.236 0 0 0 5 2 22 24
 4 0 0 48 19 119 5.831 0 0 0 0 0 22 24
 2 0 0 0 33 36 5.657 0 7.071 0 3 0 9 14
 3 0 29 12 29 23 0 0 2 0 16 20 9 7
 3 0 68 0 175 0 0 0 -1 -1 24 26 0 0
 4 0 25 17 150 33 1 0 0 0 23 21 19 17
 2 0 0 0 11 17 7.211 0 6.083 0 0 0 8 9
 4 0 0 34 0 59 -1 -1 0 0 0 0 22 23
 2 0 0 0 11 0 7 0 -1 -1 5 2 0 0
 2 23 0 0 10 0 7.071 0 -1 -1 14 9 0 0
 2 23 0 5 0 64 -1 -1 3.606 0 0 0 0 0
 3 0 66 3 210 4 0 0 4.243 0 30 23 0 0
 2 19 1 8 39 60 5 0 4.123 0 7 7 0 0
 2 0 0 0 26 24 5.099 0 7 0 5 0 5 0
 4 0 10 69 30 263 2.828 0 0 0 8 7 24 27
 2 0 0 3 0 58 -1 -1 4 0 0 0 14 4
 4 0 1 80 69 191 5 0 0 0 5 0 28 25
 2 0 0 0 0 2 -1 -1 9.899 0 0 0 6 6
 4 0 41 35 172 82 1 0 0 0 21 21 32 24
 2 0 0 0 29 1 6 0 9.849 0 20 8 0 0
 1 0 4 0 98 3 4 0 8.062 0 20 18 0 0
 2 23 0 0 0 1 -1 -1 9.849 0 0 0 0 0
 2 0 5 0 32 1 4 0 10 0 5 6 0 0
 4 0 29 52 95 211 1 0 0 0 20 19 32 24
 2 0 1 18 35 28 5 0 2.236 0 5 5 13 7
 2 0 9 12 44 57 2.236 0 2 0 8 9 17 13
 2 0 3 0 14 5 3.162 0 9.434 0 26 3 4 0
 2 0 2 0 8 8 2 0 5.657 0 5 0 0 0
 2 23 2 0 30 14 4 0 6 0 0 0 20 1
 2 0 2 0 7 0 4.472 0 -1 -1 0 0 0 0
 2 0 0 0 6 16 7.071 0 7.071 0 0 0 0 0
 1 0 15 0 130 1 3 0 9.849 0 16 17 0 0
 2 0 0 4 0 4 -1 -1 2.236 0 0 0 5 0
 2 23 0 0 8 0 7.071 0 -1 -1 0 0 0 0
 2 23 6 0 13 2 3.606 0 7.071 0 11 7 0 0
 2 0 0 2 4 22 8.944 0 3.606 0 5 6 19 9
 2 23 2 0 35 9 5 0 8.602 0 6 5 0 0
 2 0 0 0 1 0 10 0 -1 -1 0 0 0 0
 2 0 0 0 4 0 8 0 -1 -1 0 0 0 0
 3 0 55 0 143 17 0 0 6 0 31 29 7 8
 2 0 4 16 37 83 4.123 0 1.414 0 5 7 15 11
 2 23 11 51 25 264 2.828 0 1 0 30 3 27 2
 4 0 4 59 25 266 4.243 0 0 0 8 6 32 28
 2 23 7 0 61 6 4 0 8.944 0 5 3 0 0
 2 0 23 3 40 5 1.414 0 4 0 9 13 0 0
 3 0 74 0 199 2 0 0 9.434 0 23 28 0 0
 4 0 29 51 105 147 1 0 0 0 28 22 32 23
 2 0 24 0 28 2 1.414 0 9.849 0 14 14 0 0
 2 0 7 1 21 1 2.828 0 2.236 0 8 11 5 0
 2 0 0 0 0 16 -1 -1 7.071 0 0 0 14 6
 2 0 0 9 10 39 8.544 0 3.162 0 0 0 14 11
 2 0 0 0 6 1 7.28 0 9.849 0 13 6 0 0
 3 0 42 0 118 2 0 0 9.899 0 24 19 7 8
 2 18 25 4 124 41 2 0 1.414 0 23 19 14 1
 2 0 0 1 2 8 8.246 0 5 0 0 0 0 0
 2 0 31 0 135 15 1.414 0 6.325 0 24 22 0 0
 4 0 27 19 127 36 2 0 0 0 23 22 15 22
 2 23 0 0 0 55 -1 -1 6.403 0 0 0 0 0
 2 0 0 0 0 6 -1 -1 8.944 0 0 0 0 0
 2 0 0 0 13 10 7.071 0 8 0 7 8 0 0
 2 0 1 1 42 33 5 0 5 0 22 8 11 6
 2 0 0 0 27 7 6 0 8.062 0 21 2 0 0
 4 0 1 34 2 72 5 0 0 0 0 0 23 18
 1 0 2 0 79 33 4.472 0 5.099 0 16 3 0 0
 2 0 26 0 88 14 1 0 8 0 25 20 5 2
 2 0 3 0 3 10 2 0 7.28 0 5 0 0 0
 4 0 0 34 0 93 -1 -1 0 0 0 0 29 21
 4 0 10 59 60 170 3.606 0 0 0 10 8 20 22
 3 0 50 31 126 168 0 0 2 0 20 24 13 22
 2 0 0 3 0 8 -1 -1 4 0 0 0 5 0
 2 23 14 3 61 3 1.414 0 1.414 0 19 20 0 0
 2 23 0 9 0 105 -1 -1 3.606 0 0 0 0 0
 4 0 40 18 188 50 1.414 0 0 0 25 24 18 19
 3 0 60 0 190 0 0 0 -1 -1 28 24 0 0
 2 23 0 2 17 2 5.099 0 4.472 0 0 0 0 0
 4 0 18 62 54 199 1 0 0 0 23 21 24 22
 2 0 0 0 37 2 6 0 7.28 0 5 5 0 0
 4 0 30 50 79 130 1 0 0 0 21 21 23 22
 2 15 0 1 6 39 7.616 0 5 0 6 6 0 0
 3 0 74 3 207 35 0 0 4 0 23 25 13 11
 2 15 0 4 0 39 -1 -1 4.123 0 0 0 0 0
 4 0 0 35 0 108 -1 -1 0 0 0 0 23 21
 2 0 0 0 0 4 -1 -1 6.708 0 0 0 0 0
 3 0 28 5 40 5 0 0 2 0 14 21 10 3
 2 23 7 3 69 26 4 0 4 0 13 17 0 0
 3 0 75 6 193 49 0 0 4 0 23 22 0 0
 4 0 41 5 164 5 1.414 0 0 0 26 22 14 17
 2 24 10 0 80 35 4 0 6.403 0 14 16 0 0
 3 0 20 0 29 1 0 0 10 0 17 14 0 0
 3 0 16 1 29 1 0 0 1.414 0 18 20 5 0
 4 0 3 78 27 249 4.123 0 0 0 13 17 25 25
 2 0 6 30 54 108 3.606 0 2 0 5 6 23 21
 4 0 2 74 12 156 4.472 0 0 0 5 0 24 23
 2 0 0 0 0 56 -1 -1 5.657 0 0 0 26 16
 2 0 0 0 2 0 6.325 0 -1 -1 0 0 0 0
 4 0 0 56 24 207 7.616 0 0 0 0 0 16 20
 4 0 0 80 32 213 6 0 0 0 13 8 25 23
 2 23 12 0 14 7 1 0 5.831 0 15 17 0 0
 2 23 0 0 0 4 -1 -1 9.055 0 0 0 0 0
 2 0 0 4 0 30 -1 -1 4.243 0 0 0 5 6
 2 23 0 4 0 27 -1 -1 2 0 0 0 0 0
 4 0 0 51 9 111 8.544 0 0 0 0 0 24 23
 2 0 0 0 8 3 8.062 0 7.071 0 0 0 0 0
 2 0 14 1 32 1 1.414 0 3 0 12 13 0 0
 1 0 16 0 23 0 2 0 -1 -1 12 16 0 0
 3 0 33 10 138 32 0 0 2 0 23 23 7 9
 2 15 0 0 32 28 5.385 0 6.083 0 14 8 11 7
 4 0 0 35 4 103 6.403 0 0 0 0 0 23 23
 2 0 0 0 16 0 6.325 0 -1 -1 5 8 0 0
 4 0 0 61 0 138 -1 -1 0 0 0 0 23 22
 3 0 81 0 303 0 0 0 -1 -1 23 27 12 14
 4 0 17 64 106 202 1 0 0 0 21 14 28 22
 2 0 37 0 123 9 1.414 0 8.246 0 26 23 15 7
 3 0 50 20 131 115 0 0 1 0 23 24 18 17
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 3 0 81 0 257 0 0 0 -1 -1 32 23 5 0
 2 23 0 0 4 0 9.22 0 -1 -1 14 10 0 0
 4 0 3 35 20 56 4.472 0 0 0 5 8 20 20
 2 0 0 1 33 3 5.099 0 4.123 0 5 6 0 0
 1 0 34 12 188 53 1 0 2.236 0 26 22 0 0
 3 0 79 2 247 20 0 0 4.472 0 27 27 5 4
 4 0 0 79 0 265 -1 -1 0 0 0 0 27 28
 2 23 0 0 5 22 8.246 0 7.071 0 0 0 0 0
 2 0 0 7 2 28 8 0 2.236 0 0 0 5 1
 2 23 15 0 40 0 2.828 0 -1 -1 5 5 0 0
 2 23 0 0 14 25 6.083 0 7.211 0 7 7 0 0
 3 0 65 13 189 67 0 0 4 0 26 25 23 13
 2 23 0 0 0 6 -1 -1 5.831 0 0 0 0 0
 2 0 0 1 0 27 -1 -1 5 0 0 0 12 7
 3 0 58 0 132 81 0 0 5.099 0 24 23 5 7
 2 23 0 5 3 31 9.22 0 4.243 0 0 0 26 1
 2 0 0 30 20 96 5.657 0 1 0 0 0 22 21
 2 0 0 4 0 4 -1 -1 3 0 0 0 0 0
 2 23 2 16 5 59 4 0 2.236 0 5 0 0 0
 2 23 1 0 28 2 5 0 9 0 14 6 0 0
 2 19 0 1 37 34 5.385 0 5 0 19 4 14 5
 2 23 0 29 25 94 6.403 0 1 0 5 0 29 3
 2 23 3 3 3 8 3.606 0 2 0 4 0 0 0
 2 23 0 0 27 1 7 0 10 0 23 10 0 0
 2 0 0 0 28 18 5.385 0 6 0 5 3 0 0
 4 0 0 42 5 131 8.544 0 0 0 5 6 27 23
 3 0 76 0 224 0 0 0 -1 -1 26 26 0 0
 4 0 0 62 31 190 5.831 0 0 0 6 9 34 30
 4 0 0 70 27 264 6 0 0 0 0 0 25 27
 2 23 0 0 5 32 8 0 5.831 0 0 0 0 0
 2 0 3 3 3 16 3 0 2.236 0 0 0 9 1
 2 0 0 9 4 34 7.28 0 3 0 5 0 6 6
 3 0 30 37 124 115 0 0 1 0 32 24 26 20
 2 0 1 27 2 105 4.123 0 2 0 0 0 17 18
 2 0 1 28 19 40 5 0 1 0 10 15 21 18
 4 0 0 46 0 106 -1 -1 0 0 0 0 25 22
 2 23 0 8 1 57 10 0 3.606 0 0 0 0 0
 2 23 0 0 0 3 -1 -1 9.899 0 0 0 0 0
 3 0 47 8 162 26 0 0 1.414 0 27 21 22 22
 2 0 15 0 25 1 1.414 0 9.487 0 23 13 0 0
 3 0 39 41 141 129 0 0 1 0 26 24 32 25
 2 0 6 0 34 34 2.828 0 5.657 0 14 2 0 0
 2 0 9 10 15 70 2 0 2.236 0 0 0 5 1
 2 23 0 7 0 73 -1 -1 3.162 0 0 0 0 0
 2 18 40 0 67 7 1 0 5.831 0 23 20 9 3
 4 0 1 79 19 278 5 0 0 0 5 0 35 30
 2 0 7 19 29 27 3.162 0 1.414 0 15 2 15 20
 3 0 81 0 233 5 0 0 7.071 0 31 27 0 0
 3 0 81 0 206 19 0 0 5.099 0 25 27 5 1
 2 23 0 0 0 24 -1 -1 7 0 0 0 0 0
 2 0 11 19 72 68 2 0 1 0 22 16 26 18
 2 0 0 20 5 90 6 0 2.236 0 9 8 27 11
 2 0 8 3 45 3 3 0 2.236 0 10 16 0 0
 2 23 0 0 0 1 -1 -1 9.849 0 0 0 0 0
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 0 2 78 6 5.831 0 4.123 0 5 1 0 0
 3 0 5 35 49 88 0 0 1 0 14 20 20 20
 2 15 2 1 17 67 4.243 0 5 0 0 0 26 9
 2 0 10 0 10 0 1 0 -1 -1 13 14 0 0
 2 15 2 24 12 140 4 0 2 0 0 0 31 4
 4 0 2 39 19 131 5 0 0 0 0 0 19 20
 3 0 30 1 67 62 0 0 5 0 16 20 5 1
 2 23 0 24 2 72 8.544 0 1.414 0 5 0 25 2
 2 0 0 13 36 58 7.071 0 2.236 0 17 5 11 7
 2 0 0 7 4 37 6.083 0 4.123 0 0 0 11 5
 3 0 16 0 29 0 0 0 -1 -1 17 21 0 0
 3 0 41 0 95 7 0 0 7.071 0 16 22 0 0
 4 0 0 81 13 289 7.211 0 0 0 13 12 27 30
 1 0 0 2 13 2 7 0 3.606 0 0 0 0 0
 2 15 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 2 1 64 47 5 0 5 0 5 6 5 9
 2 0 4 19 26 92 4 0 2.236 0 2 0 13 14
 2 0 1 52 54 127 5 0 1 0 12 7 21 21
 2 15 0 0 17 0 7.071 0 -1 -1 0 0 0 0
 2 0 0 0 2 12 9.055 0 5.385 0 7 1 5 0
 4 0 0 55 10 178 7.071 0 0 0 0 0 31 22
 3 0 79 2 262 24 0 0 3.162 0 30 25 5 0
 4 0 0 79 7 308 8 0 0 0 0 0 32 27
 4 0 0 60 2 69 9.22 0 0 0 0 0 23 20
 3 0 77 4 255 7 0 0 4.123 0 25 24 0 0
 2 0 4 0 41 1 4.123 0 9.22 0 5 6 0 0
 2 23 1 0 28 12 4.472 0 8 0 13 10 0 0
 4 0 0 79 8 305 8.246 0 0 0 1 0 23 28
 4 0 5 70 28 114 3 0 0 0 5 1 20 22
 2 23 0 0 3 34 9.22 0 5.099 0 5 0 0 0
 2 24 0 0 2 62 9.487 0 5.657 0 0 0 0 0
 2 0 2 0 10 1 4.123 0 7.071 0 12 6 0 0
 3 0 23 29 65 106 0 0 1.414 0 29 19 19 18
 2 0 1 1 18 1 4.123 0 5 0 13 3 0 0
 2 0 2 0 50 16 4.472 0 5.385 0 13 5 5 5
 4 0 12 58 76 148 2.236 0 0 0 24 18 21 21
 4 0 53 18 208 25 1 0 0 0 25 21 17 21
 4 0 9 72 11 264 1.414 0 0 0 13 7 33 29
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 2 4 3 11 4.472 0 2 0 5 1 5 8
 2 0 15 3 67 35 2.236 0 4 0 5 6 19 13
 2 0 0 0 6 3 5.831 0 8.246 0 0 0 0 0
 2 0 16 5 41 8 1 0 3 0 17 21 7 10
 3 0 23 6 97 24 0 0 3 0 23 14 13 9
 2 0 9 0 40 13 3.162 0 6.403 0 16 12 5 7
 3 0 20 35 59 116 0 0 1 0 14 17 27 20
 2 0 0 4 0 4 -1 -1 1 0 0 0 14 5
 2 0 3 4 3 36 3.606 0 2.236 0 0 0 11 16
 2 0 0 0 4 15 7 0 7.071 0 0 0 13 5
 2 23 1 0 20 5 5 0 9 0 18 4 0 0
 2 0 2 1 8 12 4 0 5 0 0 0 0 0
 2 18 6 4 106 89 4.123 0 4.243 0 20 9 13 7
 4 0 0 46 4 124 9.22 0 0 0 2 0 31 22
 3 0 19 16 51 79 0 0 3.162 0 22 23 5 13
 3 0 53 2 124 74 0 0 5 0 24 22 30 6
 2 0 0 13 3 105 8.944 0 3.162 0 0 0 23 12
 2 0 0 0 21 7 5.385 0 6.403 0 0 0 5 3
 2 0 0 3 3 37 8.062 0 4.243 0 0 0 5 1
 2 0 6 0 29 32 4.123 0 5.385 0 7 4 12 10
 2 0 0 3 3 7 5.099 0 3.606 0 4 0 0 0
 2 23 0 16 2 128 9.899 0 3.162 0 0 0 14 2
 2 0 4 0 33 38 3.162 0 5.657 0 11 9 20 1
 2 23 0 21 1 108 10 0 2.236 0 5 7 0 0
 2 22 0 26 10 107 7.616 0 1 0 14 2 24 3
 2 23 0 30 2 117 9.487 0 1 0 0 0 21 2
 2 0 7 0 26 0 3 0 -1 -1 5 1 0 0
 2 0 15 32 59 111 2 0 1 0 7 6 22 19
 2 0 0 0 28 24 5.831 0 5.385 0 5 9 4 0
 4 0 0 29 0 81 -1 -1 0 0 0 0 24 21
 2 23 0 0 0 4 -1 -1 8.062 0 0 0 0 0
 4 0 0 67 0 186 -1 -1 0 0 0 0 23 28
 3 0 76 5 237 26 0 0 3.162 0 22 23 5 1
 4 0 1 30 16 54 5 0 0 0 5 0 26 20
 3 0 35 2 83 6 0 0 4.472 0 29 22 13 2
 3 0 30 0 76 84 0 0 5.099 0 19 23 22 16
 2 23 0 0 5 0 8.246 0 -1 -1 5 3 0 0
 3 0 53 0 168 2 0 0 8.246 0 24 23 0 0
 4 0 0 37 5 69 5.831 0 0 0 0 0 22 17
 2 23 0 8 21 42 6.403 0 2.828 0 3 0 24 1
 4 0 0 50 5 69 7.81 0 0 0 0 0 17 19
 2 15 10 0 40 7 2 0 8.062 0 13 3 11 9
 2 23 0 0 1 7 10 0 6.403 0 0 0 0 0
 2 23 0 0 7 15 7.071 0 7.071 0 0 0 0 0
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 2 0 52 5 5 0 6.325 0 32 9 0 0
 4 0 9 72 12 262 2.236 0 0 0 14 2 28 27
 2 0 15 0 110 9 3.162 0 8.062 0 10 17 0 0
 2 0 0 0 22 27 7 0 5.831 0 0 0 10 11
 3 0 43 0 130 35 0 0 5.831 0 23 21 13 5
 4 0 17 62 59 196 1.414 0 0 0 22 17 24 24
 3 0 77 1 199 45 0 0 5 0 23 25 6 9
 2 0 16 0 88 32 2.828 0 6.325 0 25 17 5 8
 2 25 19 13 58 73 1 0 2.828 0 23 20 0 0
 3 0 39 0 160 0 0 0 -1 -1 30 23 0 0
 2 0 0 0 14 2 5.831 0 6.403 0 0 0 0 0
 2 0 10 3 79 27 2.236 0 4.243 0 19 14 21 2
 3 0 66 7 219 7 0 0 2.236 0 36 24 5 6
 2 0 0 0 0 23 -1 -1 6.083 0 5 0 5 6
 3 0 46 15 93 107 0 0 3.162 0 21 22 14 16
 2 23 0 0 0 40 -1 -1 5.099 0 0 0 0 0
 2 23 2 21 5 64 4.123 0 1.414 0 5 0 0 0
 2 19 17 41 43 125 2.236 0 1 0 12 17 17 6
 4 0 0 17 11 35 8.062 0 0 0 0 0 14 17
 2 23 2 3 2 35 3.606 0 1 0 0 0 12 2
 2 23 0 5 0 125 -1 -1 4 0 0 0 0 0
 2 15 0 0 0 40 -1 -1 6.083 0 0 0 12 6
 2 23 0 8 0 64 -1 -1 4 0 0 0 0 0
 2 0 5 0 16 0 3.162 0 -1 -1 0 0 0 0
 2 0 1 5 19 54 5 0 3.606 0 13 8 21 11
 2 0 0 0 0 4 -1 -1 6.403 0 0 0 0 0
 1 0 1 0 19 0 5 0 -1 -1 5 6 0 0
 1 0 11 0 140 0 3.606 0 -1 -1 22 10 0 0
 2 0 14 6 53 62 1 0 3.606 0 13 15 7 7
 4 0 39 20 165 39 1.414 0 0 0 26 21 24 15
 2 0 4 0 20 2 4 0 9.487 0 0 0 0 0
 2 22 17 1 98 51 3 0 5 0 13 17 0 0
 2 0 0 30 28 81 5.657 0 1 0 14 14 21 18
 2 0 0 15 17 53 6.708 0 2 0 15 14 17 14
 4 0 2 7 2 7 4.123 0 0 0 0 0 13 13
 2 0 11 4 33 7 2 0 3.162 0 0 0 5 0
 3 0 73 0 244 12 0 0 8.062 0 23 25 5 1
 2 0 17 18 85 73 1 0 1 0 30 20 22 17
 2 0 0 1 1 4 10 0 4.472 0 0 0 0 0
 2 23 9 2 17 4 2 0 2 0 13 5 0 0
 2 23 0 0 10 1 5.657 0 10 0 5 2 0 0
 4 0 17 60 84 182 3 0 0 0 25 20 28 22
 2 0 2 6 2 7 1.414 0 3 0 8 5 0 0
 2 0 0 0 2 0 8.246 0 -1 -1 5 0 0 0
 3 0 74 6 204 45 0 0 3.162 0 22 25 0 0
 2 15 5 0 31 0 4 0 -1 -1 5 7 0 0
 2 0 0 0 10 19 8.062 0 6 0 0 0 11 5
 4 0 3 44 60 81 4.472 0 0 0 28 2 29 22
 3 0 80 0 211 5 0 0 9 0 23 26 5 0
 2 0 0 0 21 3 6.325 0 9.22 0 12 6 0 0
 2 23 2 2 2 61 4.123 0 5 0 0 0 16 2
 2 0 0 0 39 1 6 0 9 0 5 5 0 0
 2 23 0 0 0 8 -1 -1 8.246 0 5 0 0 0
 2 15 0 1 0 24 -1 -1 5 0 0 0 14 5
 3 0 67 8 173 74 0 0 2.236 0 19 24 12 14
 2 0 9 13 59 61 3.606 0 3 0 10 9 17 12
 2 23 17 0 77 12 2 0 7.616 0 13 18 0 0
 2 23 0 0 0 24 -1 -1 5.657 0 0 0 0 0
 2 23 0 4 0 32 -1 -1 2 0 0 0 0 0
 2 23 0 3 10 67 6.325 0 4.123 0 0 0 0 0
 2 0 0 0 5 17 8.062 0 5.385 0 5 0 0 0
 2 0 0 0 15 0 7.211 0 -1 -1 0 0 0 0
 3 0 60 9 199 20 0 0 3.162 0 25 23 15 13
 4 0 0 39 1 183 9.849 0 0 0 0 0 29 27
 4 0 9 37 28 101 2 0 0 0 5 1 18 24
 2 0 9 0 15 0 2 0 -1 -1 8 8 0 0
 2 18 4 1 53 29 4.123 0 5 0 0 0 14 6
 2 23 0 0 30 3 7.81 0 9 0 13 5 0 0
 2 0 0 0 10 6 6.325 0 8.544 0 0 0 7 8
 2 0 0 0 15 1 7.071 0 10 0 0 0 0 0
 2 0 0 1 0 28 -1 -1 5 0 0 0 11 8
 2 0 0 0 0 15 -1 -1 5.657 0 0 0 0 0
 2 23 0 38 27 104 6.083 0 1.414 0 4 0 23 2
 3 0 43 6 85 44 0 0 3.606 0 22 21 13 12
 2 23 13 0 61 0 2.236 0 -1 -1 19 12 0 0
 3 0 75 0 216 4 0 0 8.062 0 33 25 0 0
 3 0 38 26 75 85 0 0 1.414 0 26 24 16 19
 2 15 0 0 18 2 8.602 0 9.487 0 18 4 0 0
 2 23 0 22 4 39 9 0 1.414 0 10 9 0 0
 2 0 0 0 12 5 7.28 0 9.055 0 0 0 0 0
 1 0 23 19 165 63 2.828 0 1 0 27 21 0 0
 1 0 0 0 19 0 5.657 0 -1 -1 0 0 0 0
 2 0 2 0 6 2 2.236 0 9.899 0 0 0 0 0
 1 0 33 17 156 38 2 0 1.414 0 22 21 0 0
 2 23 0 0 3 1 7 0 9.849 0 0 0 0 0
 2 0 0 0 2 4 8.062 0 7 0 0 0 0 0
 2 23 0 1 1 70 9.22 0 5 0 0 0 0 0
 2 0 10 2 68 22 3.162 0 2.236 0 12 8 5 0
 1 0 0 6 4 32 5.099 0 2.236 0 19 4 0 0
 2 0 2 4 28 27 4.243 0 4 0 6 6 12 9
 3 0 48 1 80 21 0 0 5 0 21 20 14 3
 1 0 0 0 58 3 7 0 7.071 0 5 11 0 0
 2 23 1 0 25 7 5 0 5.831 0 5 0 0 0
 4 0 1 55 28 144 5 0 0 0 21 10 22 23
 2 0 0 4 3 8 6.403 0 1 0 0 0 13 12
 2 15 9 0 102 0 4.123 0 -1 -1 5 7 0 0
 2 15 0 2 20 37 6 0 4.123 0 0 0 0 0
 2 23 0 0 0 8 -1 -1 8.062 0 0 0 0 0
 2 0 0 0 14 17 6.083 0 7.211 0 0 0 0 0
 4 0 47 11 135 45 1 0 0 0 22 21 25 21
 2 0 0 5 25 28 6.325 0 3.162 0 21 3 5 8
 2 0 0 4 16 59 7.28 0 4.472 0 0 0 5 6
 2 23 0 15 0 143 -1 -1 3 0 0 0 0 0
 2 0 0 11 0 47 -1 -1 2.828 0 5 6 5 0
 2 0 34 0 151 0 1 0 -1 -1 16 24 5 4
 2 0 0 0 1 4 10 0 7.81 0 0 0 0 0
 3 0 17 0 32 0 0 0 -1 -1 17 20 5 5
 2 0 1 0 6 3 5 0 8.062 0 12 7 0 0
 4 0 0 81 35 268 5.385 0 0 0 0 0 22 25
 2 23 0 5 5 44 5.099 0 4 0 0 0 19 1
